pmid,title,abstract,nct_id,label,failure_score,success_score
20130876,A phase II study of bevacizumab plus erlotinib for gemcitabine-refractory metastatic pancreatic cancer.,"No standard of care exists for patients with metastatic pancreatic cancer following progression on first-line chemotherapy. Based on potential for additive or synergistic activity by concurrent inhibition of VEGF and EGFR, we conducted a phase II study evaluating the combination of bevacizumab plus erlotinib in this patient population. Patients with metastatic pancreatic adenocarcinoma, ECOG performance status 0-1, and previous exposure to 1-3 systemic therapies (at least one gemcitabine-based) were eligible. Treatment consisted of bevacizumab 15 mg/kg every 21 days plus erlotinib 150 mg daily. Thirty-six patients were enrolled, including eight who had previously received VEGF-targeted therapy and nine prior erlotinib. Median number of treatment cycles was 2 (range, 1-7). Common toxicities included rash (72%), diarrhea (25%), venous thromboembolic events (15%), and hypertension (11%). One patient demonstrated partial response and seven others stable disease for >2 cycles. CA19-9 decline ≥25% was observed in 4/26 patients with baseline levels >2x ULN. Estimated median time to progression was 40 days (95% CI, 35-41 days) and median survival 102 days (95% CI, 74-117 days), with a 6-month survival rate of 22%. Baseline concentration of circulating endothelial cells (CD45(-)/CD34(+)/CD31(+)) was inversely associated with overall survival. The combination of bevacizumab and erlotinib is safe but relatively ineffective in patients with gemcitabine-refractory metastatic pancreatic cancer. Future studies should focus on refining subsets of patients in this challenging population likely to benefit from treatment beyond first-line.",NCT00365144,-1,0,0
21800081,"A phase 2 study of oral MKC-1, an inhibitor of importin-β, tubulin, and the mTOR pathway in patients with unresectable or metastatic pancreatic cancer.","MKC-1 is an orally available cell cycle inhibitor with downstream targets that include tubulin and the importin-β family. We conducted an open-label Phase II study with MKC-1 in patients with advanced pancreatic cancer. Eligibility criteria included unresectable or metastatic pancreatic cancer, performance status of 1 or better, and failure of at least one prior regimen of chemotherapy. MKC-1 was administered orally, twice daily, initially at 100 mg/m(2) dosing for 14 consecutive days of a 28-day cycle. This schedule was modified during the trial to fixed and continuous dosing of 150 mg per day. 20 of an original target of 33 patients were accrued, with a median age of 61 (range 44-81). No objective responses were observed, with one patient demonstrating stable disease. Overall survival was 101 days from the start of MKC-1 administration, and median time to progression was 42 days. The most common adverse events listed as related or possibly related to MKC-1 administration were hematologic toxicities and fatigue. One patient developed grade 5 (fatal) pancytopenia. Grade 3 and 4 events included cytopenias (lymphopenia, anemia), hyperbilirubinemia, pneumonia, mucositis, fatigue, infusion reaction, anorexia, and hypoalbuminemia. MKC-1 administration was associated with substantial toxicity and did not demonstrate sufficient activity in patients with advanced pancreatic cancer to justify further exploration in this patient population.",NCT00568646,-1,0,0
16133800,A phase II study of farnesyl transferase inhibitor R115777 in pancreatic cancer: a Southwest oncology group (SWOG 9924) study.,"Ninety per cent of pancreatic adenocarcinomas (PC) contain mutations of the K-Ras proto-oncogene resulting in constitutively activated Ras protein. A critical step in Ras activation is farnesylation of Ras protein. Farnesyl transferase inhibitors are compounds that inhibit farnesylation. We report the results of a phase II trial of R115777, an oral farnesyl transferase inhibitor, in patients with surgically incurable locally advanced or metastatic PC. Between 6/1/2000 and 11/20/2001, 58 cases were accrued, 53 of whom were eligible and analyzable. Patients were required to have a performance status (PS) 0 to 1, be able to take oral medications, and to have adequate renal, hepatic, and hematologic functions. Fifty-five percent were male. Median age was 64.7 years (38.9 to 80.6), and patients had no previous systemic therapy for advanced PC. Treatment consisted of R115777 300 mg po bid given for 3 out of every 4 weeks. Toxicities were as follows: Grade 3 in 19/53 (36%), grade 4 in 53 (173%), and grade 5 in 53 (8%). Most frequent toxicities were: anemia 35/53 (66%), fatigue and malaise 33/53 (62%), nausea 31/53 (58%). Grade 5 toxicities included: thromboembolism 1, infection 2, other 1. Median survival was 2.6 months (mo) (95% CI 2.1-3.6), 6-mo survival is 19% (95% CI, 8-29%), median time to treatment failure was 1.4 mo (95% GI 1.1-1.6). R115777 is ineffective as monotherapy in advanced pancreatic cancer.",NCT00005832,-1,0,0
12432183,Post-ERCP pancreatitis: patient and technique-related risk factors.,,NCT00121901,-1,0,0
12555016,New frontiers in the pharmacological prevention of post-ERCP pancreatitis: the cytokines.,"Acute pancreatitis is a major complication of endoscopic retrograde cholangiopancreatography (ERCP), its incidence varying with the indications for the procedure (<5% for the management of common bile duct stones and up to 20% in the case of sphincter of Oddi dysfunction) and also with events occurring during the ERCP such as acinarization and pancreatic sphincterotomy. If the triggering event of premature intra-acinar activation of trypsinogen is unknown, the acinar cell injury leads to oxidative stress, nuclear translocation of nuclear factor kappa B and subsequent transcription of chemo- and pro-inflammatory cytokines. These events are followed by chemoattraction and activation of monomacrophages, T lymphocytes and neutrophils which are responsible for acinar necrosis and amplification of the pro-inflammatory cascade. Finally, after amplification by Kupffer cells, systemic inflammatory response syndrome and multiple organ failure occur. All these events take place within a very short period of time, thus offering a very short therapeutic window during which it is theoretically possible to modulate the severity of human pancreatitis. Prophylactic immunomodulation of this pro-inflammatory cascade is attractive, using anti-inflammatory cytokines, specific inhibitors of pro-inflammatory cytokines or inhibitors of the nuclear translocation of the nuclear factor kappa B. Good results have been obtained in experimental models, reducing the acute pancreatitis severity and its systemic complications. The use of immunomodulators in the prevention of human post-ERCP pancreatitis is actually restricted to recombinant interleukin-10. Three of four randomized clinical trials, confirmed by a meta-analysis, have shown that prophylactic injection of recombinant interleukin-10 can significantly reduce the incidence of acute pancreatitis and may decrease the length of the hospital stay. The use of recombinant interleukin-10 in this indication has to be established in a multicenter prospective trial and we need to investigate the safety and efficacy of other immunomodulatory drugs and develop new specific targets.",NCT00121901,-1,0,0
12555013,Preventing post-ERCP pancreatitis: where are we?,"Acute pancreatitis still represents the most common complication after procedures involving Vater's papilla; the reported incidence of this complication varies from less than 1% up to 40%. Attempts at preventing post-ERCP pancreatitis have been carried out using technical measures, pharmacological prophylaxis, or patient selection. Balloon sphincter of Oddi dilatation, difficult papillary cannulation, pancreatic sphincterotomy and multiple pancreatic duct injections have been found to be risk factors for postprocedure pancreatitis. Therefore, technique-related prevention of post-ERCP pancreatitis includes careful pancreatic duct injection, avoiding cannulation trauma, and maintaining adequate pancreatic drainage after the ERCP procedure. Pancreatic stent placement has been shown to be the most effective technique-related prevention of postprocedure pancreatitis. Apart from technique-related risk factors, operator experience also seems to be a potential risk-factor for post-ERCP/ES complications. The experience of the endoscopist rather than other patient- or technique-related conditions could probably constitute the major risk factor for postprocedure pancreatitis. Pharmacological prevention of pancreatitis after ERCP or sphincterotomy has been the topic of several investigations in recent years but still remains a debated question. Pharmacological prevention has been mainly aimed at either reducing the amount of intrapancreatic enzymes, preventing intra-cellular co-localization of enzymes and lysosomal hydrolases or blocking some steps of the enzyme-activated inflammatory cascade. Somatostatin, octreotide, gabexate mesilate and, more recently, recombinant interleukin-10 have been the most investigated drugs. Somatostatin, gabexate mesilate and recombinant interleukin-10, but not octreotide, have been found to be able to prevent post-ERCP pancreatitis in non-selected cases; however, a strategy of routine pharmacological prophylaxis in all patients is not likely to be cost-effective. A strategy of pharmacological prevention only in high-risk cases is cost-effective, but, up to now, only recombinant interleukin-10 has been proven effective. The ""on demand"" postprocedure treatment should also be of paramount importance, but no data are at present available regarding the potential efficacy of some drugs; on the basis of the mechanism of action, we can argue that recombinant interleukin-10 could be the only drug candidate for such a strategy. Post-ERCP pancreatitis can also be prevented by patient selection. Patient-related risk factors are now well-known, so an increased risk of developing pancreatitis is predictable ""a priori"" in these subjects, independently of the type of endoscopic procedure performed. Furthermore, the risk of pancreatitis escalates when multiple risk factors occur in the same patient or some technique-related risk factor comes up during the procedure. In these patients diagnostic ERCP should be avoided in routine practice and magnetic resonance cholangio-pancreatography should be used as the first diagnostic step. When either diagnostic or therapeutic ERCP is indicated, these high-risk patients should be informed about their own specific risk of postprocedure pancreatitis.",NCT00121901,-1,0,0
12555018,Pharmacological prevention of post-ERCP pancreatitis: which therapy is best?,"The effectiveness of the pharmacological prevention of post-ERCP pancreatitis can be established only from large controlled randomized studies. Over the last decade, fifteen studies dealt with these characteristics and a cumulative series of about 3,000 non-selected patients were evaluated. Cumulating the data of the placebo groups, the median incidence of post-ERCP pancreatitis was 8.7% (mean 9.3%), the range varied from 1.6 to 17.7% likely due to case mix and/or different criteria defining acute pancreatitis. These variables, other than differences in the modalities of the administration of the drugs, could explain their contrasting effectiveness between the studies. Somatostatin and octreotide were the prophylactic drugs more frequently experimented (8 studies) followed by corticosteroids such as hydrocortisone, prednisone or methylprednisolone (four studies) and gabexate (three studies). While octreotide was confirmed to be ineffective, somatostatin and gabexate seem to be the best for the prevention of post-ERCP pancreatitis, but both can present some limits such as unreported sample size calculation in the statistical analysis for somatostatin studies and lack of widespread commercial availability for gabexate. Pharmacoeconomic studies are lacking in English language literature. On this point of view, it seems reasonable and preferable a selective as opposed to universal pharmacological prophylaxis but, actually, the experimented pre-treatments in high-risk patients are ineffective.",NCT00121901,-1,0,0
12806612,Diclofenac reduces the incidence of acute pancreatitis after endoscopic retrograde cholangiopancreatography.,"Acute pancreatitis following endoscopic retrograde cholangiopancreatography presents a unique opportunity for prophylaxis and early modification of the disease process because the initial triggering event is temporally well defined and takes place in the hospital. We report a prospective, single-center, randomized, double-blind controlled trial to determine if rectal diclofenac reduces the incidence of pancreatitis following cholangiopancreatography. Entry to the trial was restricted to patients who underwent endoscopic retrograde pancreatography or had manometrically verified sphincter of Oddi hypertension. Immediately after endoscopy, patients were given a suppository containing either 100 mg diclofenac or placebo. Estimation of serum amylase levels and clinical evaluation were performed in all patients. A total of 220 patients entered the trial, and 110 received rectal diclofenac. Twenty-four patients developed pancreatitis (11%), of whom 7 received rectal diclofenac and 17 received placebo (P < 0.05). This trial shows that rectal diclofenac given immediately after endoscopic retrograde cholangiopancreatography can reduce the incidence of acute pancreatitis.",NCT00121901,-1,0,0
8319838,Prospective randomized trial of the effect of nifedipine on pancreatic irritation after endoscopic retrograde cholangiopancreatography.,"Endoscopic retrograde cholangiopancreatography (ERCP) is complicated by acute pancreatitis in up to 12% of the examinations. One possible mechanism for this complication is the cannulation-induced sphincter of Oddi spasm with temporary pancreatic duct obstruction. Nifedipine is known to relax the sphincter of Oddi, thus possibly inhibiting or reducing post-ERCP +/- endoscopic sphincterotomy (EST) pancreatic irritation. To test this hypothesis 166 adult patients undergoing ERCP +/- EST were randomized to receive nifedipine (n = 82) 20 mg 3 times at 8-hour intervals during the day of ERCP +/- EST or placebo (n = 84) in a double-blind manner. Clinical pancreatitis developed in 6 patients (4%), in 3 patients in each group. Necrotizing pancreatitis developed in 3 patients, 2 (2%) in the nifedipine group and 1 (1%) in the placebo group. Overall 60 patients (36%) needed medication for post-ERCP +/- EST epigastric pain, 27 (33%) in the nifedipine group and 33 (39%) in the placebo group. Of the 87 patients, who did not need any pain medication before ERCP +/- EST, 34 (39%) needed pain medication after ERCP +/- EST. 14/47 (30%) in the nifedipine group and 20/40 (50%) in the placebo group (p = 0.044). Serum total amylase activity (median) increased from 189 U/l (range 39-11,950 U/l) before ERCP +/- EST to 299 U/l (range 43-11,824 U/l) at 12 h (p < 0.001) and 247 U/l (range 34-15,950 U/l) at 24 h (p < 0.001), with no differences between the two groups. Median serum C-reactive protein concentration and blood leukocyte count remained unchanged in both groups.(ABSTRACT TRUNCATED AT 250 WORDS)",NCT00121901,-1,0,0
11531863,Prospective randomized double-blind placebo-controlled trial of glyceryl trinitrate in endoscopic retrograde cholangiopancreatography-induced pancreatitis.,"One possible aetiology of pancreatitis following endoscopic retrograde cholangio pancreatography (ERCP) is cannulation-induced spasm of the sphincter of Oddi and consequent pancreatic duct obstruction. Sublingual glyceryl trinitrate (GTN) has been shown to produce periampullary sphincter relaxation. The aim of this study was to determine whether prophylactic long-acting GTN could reduce the incidence of ERCP-induced pancreatitis. In a randomized double-blind study, prophylactic treatment with GTN (2 mg given sublingually 5 min before endoscopy) was compared with placebo in 186 patients who presented for elective ERCP. The primary endpoint was the occurrence of pancreatitis within 24 h, defined as a serum amylase concentration greater than 1000 units/ml in association with a visual analogue pain score of more than 5. The incidence of pancreatitis was lower in the GTN group compared with placebo (seven of 90 versus 17 of 96; P < 0.05). Mean serum amylase values were similar in the two groups. The protective effect of GTN appears to be highest in the diagnostic ERCP group (one of 54 versus ten of 66; P = 0.012) and in the group in which cholangiography alone was performed (one of 54 versus eight of 57; P = 0.032). Prophylactic treatment with GTN reduces the incidence of pancreatitis following ERCP but does not seem to reduce the extent of hyperamylasaemia or the severity of pancreatitis.",NCT00121901,-1,0,0
12518122,Transdermal glyceryl trinitrate for prevention of post-ERCP pancreatitis: A randomized double-blind trial.,"Pancreatic sphincter hypertension increases the risk of pancreatitis in patients undergoing ERCP. Glyceryl trinitrate reduces sphincter of Oddi pressure. This study tested the hypothesis that transdermal glyceryl trinitrate could be effective in the prevention of post-ERCP pancreatitis. One hundred forty-four patients undergoing ERCP were randomized: 71 received a 15-mg glyceryl trinitrate patch (glyceryl trinitrate group) and 73 a placebo patch (control group). In the control group, post-ERCP pancreatitis developed in 11 patients versus 3 in the glyceryl trinitrate group (p < 0.05). Twenty-four hour to baseline serum amylase and lipase ratios were lower in the glyceryl trinitrate group (respectively, 3.6 vs. 7.5, p < 0.05; and 5.3 vs. 27.7, p < 0.05). In a multivariate analysis, glyceryl trinitrate patch and the number of pancreatic injections, but not endoscopic sphincterotomy, were independent risk factors for post-ERCP pancreatitis. The results of this study suggest that use of a transdermal glyceryl trinitrate patch protects against post-ERCP pancreatitis.",NCT00121901,-1,0,0
11862294,Bioequivalence Comparison of Two Drug-in-Adhesive Transdermal Nitroglycerin Patches.,"Plasma concentrations of nitroglycerin, 1,2-dinitroglycerin and 1,3-dinitroglycerin in 50 healthy male subjects who received single 24-h applications of two 0.6 mg/h drug-in-adhesive transdermal nitroglycerin patch formulations were compared for the purpose of establishing bioequivalence. The rates of appearance and elimination of nitroglycerin and both dinitro metabolites were the same for both patch treatments. The pharmacokinetic and statistical analyses indicated that the 20-cm(2) test patch met the current two one-sided t-test criteria for bioequivalence with the 30-cm(2) reference patch for nitroglycerin and both dinitro metabolites, even though the reference patch was 50% larger in size and contained 120% more nitroglycerin than the test patch. A likely explanation for the equivalence in drug delivery with a smaller patch is that the test patch maintained more intimate skin contact than did the reference patch. This study shows that strict bioequivalence criteria can be met with a highly variable drug such as nitroglycerin.",NCT00121901,-1,0,0
12921486,Pharmacological prevention of post-endoscopic retrograde cholangiopancreatography pancreatitis.,"The incidence of clinically significant pancreatitis after endoscopic retrograde cholangiopancreatography (ERCP) ranges from 1-13.5%. It is more common after therapeutic procedures such as sphincterotomy or balloon dilatation of the sphincter, and diagnostic procedures such as biliary or pancreatic manometry. The severity of post-ERCP pancreatitis may vary from very mild to extremely severe disease with multiple organ failure and fatal outcome. Several factors including papillary oedema, injection of hyperosmolar contrast-material, introduction of previously activated enzymes during repeated cannulation, bacterial contamination and thermal injury from endoscopic sphincterotomy have been implicated as triggering factors that initiate the sequential cascade of pancreatic autodigestion and release of proinflammatory cytokines leading to acute pancreatitis. Recovery from post-ERCP pancreatitis is usually rapid when the injury is confined to the pancreas. However, systemic production of inflammatory mediators may lead to the development of more serious manifestations including multiorgan failure.A wide range of pharmacological agents has been tested in experimental and clinical trials, but the results have been largely disappointing. Several drugs are discussed in this review, but only somatostatin and gabexate (gabexate mesilate) have consistently shown a moderate beneficial effect. In clinical trials, both gabexate and somatostatin appear equally effective in reducing the incidence of pancreatitis by two-thirds compared with controls. However, both drugs need to be given by continuous infusion for about 12 hours and this makes them less cost-effective than conventional treatment. One potential strategy is to reserve these drugs for high-risk patients undergoing ERCP. Preliminary studies have shown encouraging results with nitroglycerin, antibacterials and heparin. However, these observations need to be corroborated in a rigorous fashion in large, randomised, double-blind, controlled trials. If these drugs are found to be effective in further trials, it may become cost-effective to use them routinely for the prevention of post-ERCP pancreatitis. Despite the theoretical benefits, interleukin-10 has not shown a consistent benefit in clinical trials. It is probable that other cytokine inhibitors or modulators may become available for future trials to prevent pancreatitis or more probably, to reduce the severity of pancreatitis. Further research also should focus on developing newer molecules or the use of a combination of currently available drugs to prevent pancreatitis in high-risk patients undergoing therapeutic ERCP procedures.",NCT00121901,-1,0,0
12806633,Prevention of post-ERCP pancreatitis: pharmacologic solution or patient selection and pancreatic stents?,,NCT00121901,-1,0,0
2070995,Endoscopic sphincterotomy complications and their management: an attempt at consensus.,"Despite its relative safety (in comparison with surgery), and undoubted role in many clinical circumstances, biliary sphincterotomy is the most dangerous procedure routinely performed by endoscopists. Complications occur in about 10% of patients; 2 to 3% have a prolonged hospital stay, with a risk of dying. This document is an attempt to provide guidelines for prevention and management of complications, based on a workshop of selected experts, and a comprehensive review of the literature. We emphasize particularly the importance of specialist training, disinfection, drainage, and collaboration with surgical colleagues.",NCT00121901,-1,0,0
32946924,"Sacituzumab govitecan in previously treated hormone receptor-positive/HER2-negative metastatic breast cancer: final results from a phase I/II, single-arm, basket trial.","Trophoblast cell-surface antigen-2 (Trop-2) is expressed in epithelial cancers, including hormone receptor-positive (HR+) metastatic breast cancer (mBC). Sacituzumab govitecan (SG; Trodelvy®) is an antibody-drug conjugate composed of a humanized anti-Trop-2 monoclonal antibody coupled to SN-38 at a high drug-to-antibody ratio via a unique hydrolyzable linker that delivers SN-38 intracellularly and in the tumor microenvironment. SG was granted accelerated FDA approval for metastatic triple-negative BC treatment in April 2020. We analyzed a prespecified subpopulation of patients with HR+/human epidermal growth factor receptor 2-negative (HER2-) HR+/HER2- mBC from the phase I/II, single-arm trial (NCT01631552), who received intravenous SG (10 mg/kg) and whose disease progressed on endocrine-based therapy and at least one prior chemotherapy for mBC. End points included objective response rate (ORR; RECIST version 1.1) assessed locally, duration of response (DOR), clinical benefit rate, progression-free survival (PFS), overall survival (OS), and safety. Fifty-four women were enrolled between 13 February 2015 and 1 June 2017. Median (range) age was 54 (33-79) years and all received at least two prior lines of therapy for mBC. At data cut-off (1 March 2019), 12 patients were still alive. Key grade ≥3 treatment-related toxicities included neutropenia (50.0%), anemia (11.1%), and diarrhea (7.4%). Two patients discontinued treatment due to treatment-related adverse events. No treatment-related deaths occurred. At a median follow-up of 11.5 months, the ORR was 31.5% [95% confidence interval (CI), 19.5%-45.6%; 17 partial responses]; median DOR was 8.7 months (95% CI 3.7-12.7), median PFS was 5.5 months (95% CI 3.6-7.6), and median OS was 12 months (95% CI 9.0-18.2). SG shows encouraging activity in patients with pretreated HR+/HER2- mBC and a predictable, manageable safety profile. Further evaluation in a randomized phase III trial (TROPiCS-02) is ongoing (NCT03901339). ClinicalTrials.gov NCT01631552; https://clinicaltrials.gov/ct2/show/NCT01631552.",NCT01631552,-1,0,0
31189049,Sacituzumab Govitecan-hziy in Triple-Negative Breast Cancer. Reply.,,NCT01631552,-1,0,0
30786188,Sacituzumab Govitecan-hziy in Refractory Metastatic Triple-Negative Breast Cancer.,"Standard chemotherapy is associated with low response rates and short progression-free survival among patients with pretreated metastatic triple-negative breast cancer. Sacituzumab govitecan-hziy is an antibody-drug conjugate that combines a humanized monoclonal antibody, which targets the human trophoblast cell-surface antigen 2 (Trop-2), with SN-38, which is conjugated to the antibody by a cleavable linker. Sacituzumab govitecan-hziy enables delivery of high concentrations of SN-38 to tumors. We conducted a phase 1/2 single-group, multicenter trial involving patients with advanced epithelial cancers who received sacituzumab govitecan-hziy intravenously on days 1 and 8 of each 21-day cycle until disease progression or unacceptable toxic effects. A total of 108 patients received sacituzumab govitecan-hziy at a dose of 10 mg per kilogram of body weight after receiving at least two previous anticancer therapies for metastatic triple-negative breast cancer. The end points included safety; the objective response rate (according to Response Evaluation Criteria in Solid Tumors, version 1.1), which was assessed locally; the duration of response; the clinical benefit rate (defined as a complete or partial response or stable disease for at least 6 months); progression-free survival; and overall survival. Post hoc analyses determined the response rate and duration, which were assessed by blinded independent central review. The 108 patients with triple-negative breast cancer had received a median of 3 previous therapies (range, 2 to 10). Four deaths occurred during treatment; 3 patients (2.8%) discontinued treatment because of adverse events. Grade 3 or 4 adverse events (in ≥10% of the patients) included anemia and neutropenia; 10 patients (9.3%) had febrile neutropenia. The response rate (3 complete and 33 partial responses) was 33.3% (95% confidence interval [CI], 24.6 to 43.1), and the median duration of response was 7.7 months (95% CI, 4.9 to 10.8); as assessed by independent central review, these values were 34.3% and 9.1 months, respectively. The clinical benefit rate was 45.4%. Median progression-free survival was 5.5 months (95% CI, 4.1 to 6.3), and overall survival was 13.0 months (95% CI, 11.2 to 13.7). Sacituzumab govitecan-hziy was associated with durable objective responses in patients with heavily pretreated metastatic triple-negative breast cancer. Myelotoxic effects were the main adverse reactions. (Funded by Immunomedics; IMMU-132-01 ClinicalTrials.gov number, NCT01631552.).",NCT01631552,-1,0,0
28679770,"Therapy of Small Cell Lung Cancer (SCLC) with a Topoisomerase-I-inhibiting Antibody-Drug Conjugate (ADC) Targeting Trop-2, Sacituzumab Govitecan.","<b>Purpose:</b> We evaluated a Trop-2-targeting antibody conjugated with SN-38 in metastatic small cell lung cancer (mSCLC) patients.<b>Experimental Design:</b> Sacituzumab govitecan was studied in patients with pretreated (median, 2; range, 1-7) mSCLC who received either 8 or 10 mg/kg i.v. on days 1 and 8 of 21-day cycles. The primary endpoints were safety and objective response rate (ORR); duration of response, progression-free survival (PFS), and overall survival (OS) were secondary endpoints.<b>Results:</b> Sixty percent of patients showed tumor shrinkage from baseline CTs. On an intention-to-treat basis (<i>N</i> = 50), the ORR was 14% (17% for the 10-mg/kg group); the median response duration, 5.7 months; the clinical benefit rate (CBR ≥4 months), 34%; median PFS, 3.7 months; and median OS, 7.5 months. There was a suggested improvement in PR, CBR, and PFS with sacituzumab govitecan in second-line patients who were sensitive to first-line therapy, but no difference between first-line chemosensitive versus chemoresistant patients in the overall population. There was a statistically significant higher OS in those patients who received prior topotecan versus no topotecan therapy in a small subgroup. Grade ≥3 adverse events included neutropenia (34%), fatigue (13%), diarrhea (9%), and anemia (6%). Trop-2 tumor staining was not required for patient selection. No antibodies to the drug conjugate or its components were detected on serial blood collections.<b>Conclusions:</b> Sacituzumab govitecan appears to have a safe and effective therapeutic profile in heavily pretreated mSCLC patients, including those who are chemosensitive or chemoresistant to first-line chemotherapy. Additional studies as a monotherapy or combination therapy are warranted. <i>Clin Cancer Res; 23(19); 5711-9. ©2017 AACR</i>.",NCT01631552,-1,0,0
28558150,"Sacituzumab govitecan (IMMU-132), an anti-Trop-2-SN-38 antibody-drug conjugate for the treatment of diverse epithelial cancers: Safety and pharmacokinetics.","Sacituzumab govitecan (IMMU-132), an antitrophoblastic cell-surface antigen (anti-Trop-2) humanized antibody-SN-38 conjugate, had encouraging efficacy in the phase 1 clinical trial. This report further examines the pharmacokinetics and safety of multiple cycles of IMMU-132 at doses of 8 or 10 mg/kg in patients with diverse advanced epithelial cancers. Patients who had multiple prior therapies received IMMU-132 on days 1 and 8 of 21-day treatment cycles. Trop-2 staining of archived tumor specimens, clearance of IMMU-132 and its constituents (ie, immunoglobulin G [IgG], SN-38 [a camptothecin, the active component of irinotecan], and glucuronidated SN-38 [SN-38G]), antibody responses, and uridine diphosphate glucuronosyltransferase 1A1 (UGT1A1) levels were determined. Safety was assessed according to Common Terminology Criteria for Adverse Events version 4.0, and responses were assessed using Response Evaluation Criteria in Solid Tumors, version 1.1. Patients with diverse metastatic cancers who received IMMU-132 at 8 mg/kg (n = 81) and 10 mg/kg (n = 97) were examined. Trop-2 was positive in 93% of the available specimens. IMMU-132 cleared with a half-life of approximately 11 to 14 hours, reflecting the release of SN-38 from the conjugate; IgG cleared more slowly (half-life, approximately 103-114 hours). Most SN-38 in the serum (>95%) was bound to IgG. SN-38G concentrations were lower than SN-38 concentrations. Dose-limiting neutropenia after the first cycle was not correlated with SN-38 in serum or with UGT1A1 genotype. No antibody responses were detected. Objective responses were observed in several indications, including metastatic triple-negative breast cancer, confirming that 10 mg/kg produced an encouraging overall response. Sacituzumab govitecan has a predictable pharmacokinetic profile and manageable toxicity at doses of 8 and 10 mg/kg. With objective responses and a good therapeutic index at 10 mg/kg, this dose was chosen for future development. Cancer 2017;123:3843-3854. © 2017 American Cancer Society.",NCT01631552,-1,0,0
28548889,"Therapy of Advanced Non-Small-Cell Lung Cancer With an SN-38-Anti-Trop-2 Drug Conjugate, Sacituzumab Govitecan.","Purpose Trop-2, expressed in most solid cancers, may be a target for antibody-drug conjugates (ADCs) in non-small-cell lung cancer (NSCLC). We studied sacituzumab govitecan (IMMU-132), a Trop-2 ADC, for the targeting of SN-38. Patients and Methods We evaluated IMMU-132 in a single-arm multicenter trial in patients with pretreated metastatic NSCLC who received either 8 or 10 mg/kg on days 1 and 8 of 21-day cycles. The primary end points were safety and objective response rate (ORR). Progression-free survival and overall survival were secondary end points. Results Fifty-four patients were treated. In the response-assessable study population (n = 47), which had a median of three prior therapies (range, two to seven), the ORR was 19%; median response duration, 6.0 months (95% CI, 4.8 to 8.3 months); and clinical benefit rate (complete response + partial response + stable disease ≥ 4 months), 43%. ORR in the intention-to-treat (ITT) population was 17% (nine of 54). Responses occurred with a median onset of 3.8 months, including patients who had relapsed or progressed after immune checkpoint inhibitor therapy. Median ITT progression-free survival was 5.2 months (95% CI, 3.2 to 7.1 months) and median ITT overall survival, 9.5 months (95% CI, 5.9 to 16.7 months). Grade 3 or higher adverse events included neutropenia (28%), diarrhea (7%), nausea (7%), fatigue (6%), and febrile neutropenia (4%). One patient developed a transient immune response, despite patients receiving a median of 10 doses. More than 90% of 26 assessable archival tumor specimens were highly positive (2+, 3+) for Trop-2 by immunohistochemistry, which suggests that Trop-2 is not a predictive biomarker for response. Conclusion IMMU-132 was well-tolerated and induced durable responses in heavily pretreated patients with metastatic NSCLC. This ADC should be studied further in this disease and in other patients with Trop-2-expressing tumors.",NCT01631552,-1,0,0
28291390,Efficacy and Safety of Anti-Trop-2 Antibody Drug Conjugate Sacituzumab Govitecan (IMMU-132) in Heavily Pretreated Patients With Metastatic Triple-Negative Breast Cancer.,"Purpose Trop-2, expressed in most triple-negative breast cancers (TNBCs), may be a potential target for antibody-drug conjugates. Sacituzumab govitecan, an antibody-drug conjugate, targets Trop-2 for the selective delivery of SN-38, the active metabolite of irinotecan. Patients and Methods We evaluated sacituzumab govitecan in a single-arm, multicenter trial in patients with relapsed/refractory metastatic TNBC who received a 10 mg/kg starting dose on days 1 and 8 of 21-day repeated cycles. The primary end points were safety and objective response rate; secondary end points were progression-free survival and overall survival. Results In 69 patients who received a median of five prior therapies (range, one to 12) since diagnosis, the confirmed objective response rate was 30% (partial response, n = 19; complete response, n = 2), the median response duration was 8.9 (95% CI, 6.1 to 11.3) months, and the clinical benefit rate (complete response + partial response + stable disease ≥ 6 months) was 46%. These responses occurred early, with a median onset of 1.9 months. Median progression-free survival was 6.0 (95% CI, 5.0 to 7.3) months, and median overall survival was 16.6 (95% CI, 11.1 to 20.6) months. Grade ≥ 3 adverse events included neutropenia (39%), leukopenia (16%), anemia (14%), and diarrhea (13%); the incidence of febrile neutropenia was 7%. The majority of archival tumor specimens (88%) were moderately to strongly positive for Trop-2 by immunohistochemistry. No neutralizing antibodies to the ADC or antibody were detected, despite repeated cycles developed. Conclusion Sacituzumab govitecan was well tolerated and induced early and durable responses in heavily pretreated patients with metastatic TNBC. As a therapeutic target and predictive biomarker, Trop-2 warrants further research.",NCT01631552,-1,0,0
