nct_id,pmid,title,abstract,label,source,confidence,primary_endpoint,reasoning,phase,overall_status,enrollment,start_date,completion_date,why_stopped
NCT01416662,26308942,FFCD-1004 Clinical Trial: Impact of Cytidine Deaminase Activity on Clinical Outcome in Gemcitabine-Monotherapy Treated Patients.,"Because cytidine deaminase (CDA) is the key enzyme in gemcitabine metabolism, numerous studies have attempted to investigate impact of CDA status (i.e. genotype or phenotype) on clinical outcome. To date, data are still controversial because none of these studies has fully investigated genotype-phenotype CDA status, pharmacokinetics and clinical outcome relationships in gemcitabine-treated patients. Besides, most patients were treated with gemcitabine associated with other drugs, thus adding a confounding factor. We performed a multicenter prospective clinical trial in gemcitabine-treated patients which aimed at investigating the link between CDA deficiency on the occurrence of severe toxicities and on pharmacokinetics, and studying CDA genotype-phenotype relationships. One hundred twenty patients with resected pancreatic adenocarcinoma eligible for adjuvant gemcitabine monotherapy were enrolled in this study promoted and managed by the Fédération Francophone de Cancérologie Digestive. Toxicities were graded according to National Cancer Institute's Common Terminology Criteria for Adverse Events Version 4. They were considered severe for grade ≥ 3, and early when occurring during the first eight weeks of treatment. CDA status was evaluated using a double approach: genotyping for 79A>C and functional testing. Therapeutic drug monitoring of gemcitabine and its metabolite were performed on the first course of gemcitabine. Five patients out of 120 (i.e., 4.6%) were found to be CDA deficient (i.e., CDA activity <1.3 U/mg), and only one among them experienced early severe hematological toxicity. There was no statistically significant difference in CDA activity between patients experiencing hematological severe toxicities (28.44%) and patients who tolerated the treatment (71.56%). CDA genetic analysis failed in evidencing an impact in terms of toxicities or in CDA activity. Regarding pharmacokinetics, a wide inter-individual variability has been observed in patients. This study, which included only 4.6% of CDA-deficient patients, failed in identifying CDA status as a predictive marker of toxicities with gemcitabine. A lack of statistical power because of smoothing effect of CDA variability as compared with real life conditions could explain this absence of impact. ClinicalTrials.gov NCT01416662.",FAILURE,mistral,HIGH,Investigating the link between CDA deficiency on the occurrence of severe toxicities and on pharmacokinetics,The study found no statistically significant difference in CDA activity between patients experiencing hematological severe toxicities and patients who tolerated the treatment.,PHASE2,COMPLETED,120.0,2011-06-30,2015-09-30,
NCT01631552,32946924,"Sacituzumab govitecan in previously treated hormone receptor-positive/HER2-negative metastatic breast cancer: final results from a phase I/II, single-arm, basket trial.","Trophoblast cell-surface antigen-2 (Trop-2) is expressed in epithelial cancers, including hormone receptor-positive (HR+) metastatic breast cancer (mBC). Sacituzumab govitecan (SG; Trodelvy®) is an antibody-drug conjugate composed of a humanized anti-Trop-2 monoclonal antibody coupled to SN-38 at a high drug-to-antibody ratio via a unique hydrolyzable linker that delivers SN-38 intracellularly and in the tumor microenvironment. SG was granted accelerated FDA approval for metastatic triple-negative BC treatment in April 2020. We analyzed a prespecified subpopulation of patients with HR+/human epidermal growth factor receptor 2-negative (HER2-) HR+/HER2- mBC from the phase I/II, single-arm trial (NCT01631552), who received intravenous SG (10 mg/kg) and whose disease progressed on endocrine-based therapy and at least one prior chemotherapy for mBC. End points included objective response rate (ORR; RECIST version 1.1) assessed locally, duration of response (DOR), clinical benefit rate, progression-free survival (PFS), overall survival (OS), and safety. Fifty-four women were enrolled between 13 February 2015 and 1 June 2017. Median (range) age was 54 (33-79) years and all received at least two prior lines of therapy for mBC. At data cut-off (1 March 2019), 12 patients were still alive. Key grade ≥3 treatment-related toxicities included neutropenia (50.0%), anemia (11.1%), and diarrhea (7.4%). Two patients discontinued treatment due to treatment-related adverse events. No treatment-related deaths occurred. At a median follow-up of 11.5 months, the ORR was 31.5% [95% confidence interval (CI), 19.5%-45.6%; 17 partial responses]; median DOR was 8.7 months (95% CI 3.7-12.7), median PFS was 5.5 months (95% CI 3.6-7.6), and median OS was 12 months (95% CI 9.0-18.2). SG shows encouraging activity in patients with pretreated HR+/HER2- mBC and a predictable, manageable safety profile. Further evaluation in a randomized phase III trial (TROPiCS-02) is ongoing (NCT03901339). ClinicalTrials.gov NCT01631552; https://clinicaltrials.gov/ct2/show/NCT01631552.",SUCCESS,mistral,HIGH,Objective response rate (ORR) as per RECIST version 1.1,The trial reports a statistically significant ORR of 31.5%.,PHASE1/PHASE2,COMPLETED,515.0,2012-12-17,2020-08-13,
NCT01726582,30080723,A Phase II Clinical Trial of Molecular Profiled Neoadjuvant Therapy for Localized Pancreatic Ductal Adenocarcinoma.,"One facet of precision medicine is the use of tumor molecular profiling to guide chemotherapeutic selection. We conducted the first prospective clinical trial of molecular profiling to guide neoadjuvant therapy in patients with operable pancreatic ductal adenocarcinoma (PDAC). We hypothesized that more effective systemic therapy would prevent disease progression during neoadjuvant therapy and, therefore, allow more patients to undergo surgery. In patients with resectable and borderline resectable (BLR) PDAC, molecular profiling consisted of immunocytochemical staining of pretreatment endoscopic ultrasound-guided fine needle aspiration tumor biopsies using 6 biomarkers. Neoadjuvant systemic therapy was selected based on the molecular profiling results. The primary endpoint was the completion of all intended neoadjuvant therapy and surgery. The trial enrolled 130 patients; 61 (47%) resectable and 69 (53%) BLR. Molecular profiling was reported within a median of 5 business days (IQR: 3). Of the 130 patient samples, 95 (73%) had adequate cellularity for molecular profiling and 92 (71%) patients received molecular profile-directed therapy. Of the 92 patients who had predictive profiling, 74 (80%) received fluoropyrimidine-based therapy and 18 (20%) received gemcitabine-based therapies. Of the 130 patients, 107 (82%) completed all intended neoadjuvant therapy and surgery; 56 (92%) of the 61 with resectable PDAC and 51 (74%) of 69 with BLR PDAC. We report the first prospective clinical trial that utilized molecular profiling to select neoadjuvant therapy in patients with operable PDAC. Such high resectability rates have not been observed in prior neoadjuvant trials, suggesting that molecular profiling may improve the efficacy of chemotherapy in these patients.",SUCCESS,mistral,HIGH,Completion of all intended neoadjuvant therapy and surgery,107 out of 130 patients completed all intended neoadjuvant therapy and surgery as per the primary endpoint,PHASE2,COMPLETED,229.0,2011-11-30,2022-04-11,
NCT01781520,28611200,Dendritic Cell/Cytokine-Induced Killer Cell Immunotherapy Combined with S-1 in Patients with Advanced Pancreatic Cancer: A Prospective Study.,"<b>Purpose:</b> Advanced pancreatic cancer has remained challenging to treat effectively. This study aimed to investigate the clinical effects and safety of immunotherapy with dendritic cells and cytokine-induced killer cells (DC-CIK) administered with the chemotherapy (CT) S-1 in this malignancy.<b>Experimental Design:</b> Consecutive patients (<i>n</i> = 47) with advanced pancreatic cancer were treated with either DC-CIK + S-1, DC-CIK alone, S-1 alone, or best supportive care.<b>Results:</b> DC-CIK plus S-1 produced significantly longer median OS and PFS (212 and 136 days) compared with DC-CIK (128 and 85 days), CT (141 and 92 days), or supportive care only (52 and 43 days; <i>P</i> < 0.001). After adjusting for competing risk factors, DC-CIK combined with S-1 and receipt of 2 or more cycles of DC-CIK treatment remained independent predictors of disease-free and overall survival (<i>P</i> < 0.05). Phenotypic analysis of PBMCs demonstrated that the CD3<sup>+</sup>, CD3<sup>+</sup>/CD4<sup>+</sup>, and CD8<sup>+</sup>/CD28<sup>+</sup> T-cell subsets were elevated (<i>P</i> < 0.05), while the CD3<sup>+</sup>/CD8<sup>+</sup>, CD3<sup>+</sup>/CD16<sup>+</sup>/CD56<sup>+</sup> and CD4<sup>+</sup>/CD25<sup>+</sup> cell subsets were significantly decreased after DC-CIK cell therapy (<i>P</i> < 0.05). There were no grade 3 or 4 toxicities. In addition, the mutational frequency in cell-free tumor DNA (cfDNA) declined in 4 of 14 patients who received DC-CIK, and was associated with a more favorable survival.<b>Conclusions:</b> Treatment of advanced pancreatic cancer with combined DC-CIK infusions and S-1 was safe, resulted in favorable PFS and OS, and modulated the peripheral blood immune repertoire. <i>Clin Cancer Res; 23(17); 5066-73. ©2017 AACR</i>.",SUCCESS,mistral,HIGH,Longer median OS and PFS (Overall Survival and Progression-Free Survival) in patients with advanced pancreatic cancer treated with DC-CIK plus S-1 compared to other treatment groups,The trial reports statistically significant results showing longer median OS and PFS for the DC-CIK plus S-1 group compared to other treatment groups,PHASE1/PHASE2,COMPLETED,47.0,2013-06-01,2017-06-13,
NCT01790594,32039559,"Challenges of calcineurin inhibitor withdrawal following combined pancreas and kidney transplantation: Results of a prospective, randomized clinical trial.","In a phase 2 multicenter open-label randomized trial sponsored by the National Institutes of Health, simultaneous pancreas-kidney (SPK) recipients were randomized to a calcineurin inhibitor (CNI)-based immunosuppressive regimen (tacrolimus) (n = 21), or an investigational arm using low-dose CNI plus costimulation blockade (belatacept) with intended CNI withdrawal (n = 22). Both arms included induction therapy with rabbit ATG, mycophenolate sodium, or mycophenolate mofetil and rapid withdrawal of steroids. Enrollment and CNI withdrawal were stopped after 43/60 planned subjects had been enrolled. At that time, the rate of biopsy-proven acute rejection (BPAR) of the pancreas was low in both groups until CNI was withdrawn, with four of the five pancreas rejections occurring during or after CNI withdrawal. The rate of BPAR of kidney allografts was low in both control (9.5%) and investigational (9.1%) arms. Pancreas graft survival at 52 weeks, defined by insulin independence, was 21 (100%) in the control group and 19 (86%) in the investigational arm. One subject in the investigational arm died with functioning pancreas and kidney grafts. Renal function at week 52 was similar in both arms. Costimulation blockade with belatacept did not provide sufficient immunosuppression to reliably prevent pancreas rejection in SPK transplants undergoing CNI withdrawal.",FAILURE,mistral,HIGH,Prevention of pancreas rejection in SPK transplants undergoing CNI withdrawal,The trial did not show that costimulation blockade with belatacept provided sufficient immunosuppression to reliably prevent pancreas rejection in SPK transplants undergoing CNI withdrawal.,PHASE2,TERMINATED,46.0,2013-02-28,2016-08-31,
NCT01806675,26062933,Biodistribution of the ¹⁸F-FPPRGD₂ PET radiopharmaceutical in cancer patients: an atlas of SUV measurements.,"The aim of this study was to investigate the biodistribution of 2-fluoropropionyl-labeled PEGylated dimeric arginine-glycine-aspartic acid (RGD) peptide (PEG3-E[c{RGDyk}]2) ((18)F-FPPRGD2) in cancer patients and to compare its uptake in malignant lesions with (18)F-FDG uptake. A total of 35 patients (11 men, 24 women, mean age 52.1 ± 10.8 years) were enrolled prospectively and had (18)F-FPPRGD2 PET/CT prior to treatment. Maximum standardized uptake values (SUVmax) and mean SUV (SUVmean) were measured in 23 normal tissues in each patient, as well as in known or suspected cancer lesions. Differences between (18)F-FPPRGD2 uptake and (18)F-FDG uptake were also evaluated in 28 of the 35 patients. Areas of high (18)F-FPPRGD2 accumulation (SUVmax range 8.9 - 94.4, SUVmean range 7.1 - 64.4) included the bladder and kidneys. Moderate uptake (SUVmax range 2.1 - 6.3, SUVmean range 1.1 - 4.5) was found in the choroid plexus, salivary glands, thyroid, liver, spleen, pancreas, small bowel and skeleton. Compared with (18)F-FDG, (18)F-FPPRGD2 showed higher tumor-to-background ratio in brain lesions (13.4 ± 8.5 vs. 1.1 ± 0.5, P < 0.001), but no significant difference in body lesions (3.2 ± 1.9 vs. 4.4 ± 4.2, P = 0.10). There was no significant correlation between the uptake values (SUVmax and SUVmean) for (18)F FPPRGD2 and those for (18)F-FDG. The biodistribution of (18)F-FPPRGD2 in cancer patients is similar to that of other RGD dimer peptides and it is suitable for clinical use. The lack of significant correlation between (18)F-FPPRGD2 and (18)F-FDG uptake confirms that the information provided by each PET tracer is different.",SUCCESS,mistral,HIGH,Increased uptake in GBM lesions by (18)F FPPRGD2 PET,"The trial found that 14 out of 17 patients had recurrent GBM identified on (18)F FPPRGD2 PET and brain MR images, indicating increased uptake in GBM lesions by the radiopharmaceutical.",PHASE1/PHASE2,COMPLETED,25.0,2013-03-04,2019-04-30,
NCT02074046,22473314,Cancer stem cell vaccination confers significant antitumor immunity.,"Most studies of cancer stem cells (CSC) involve the inoculation of cells from human tumors into immunosuppressed mice, preventing an assessment on the immunologic interactions and effects of CSCs. In this study, we examined the vaccination effects produced by CSC-enriched populations from histologically distinct murine tumors after their inoculation into different syngeneic immunocompetent hosts. Enriched CSCs were immunogenic and more effective as an antigen source than unselected tumor cells in inducing protective antitumor immunity. Immune sera from CSC-vaccinated hosts contained high levels of IgG which bound to CSCs, resulting in CSC lysis in the presence of complement. CTLs generated from peripheral blood mononuclear cells or splenocytes harvested from CSC-vaccinated hosts were capable of killing CSCs in vitro. Mechanistic investigations established that CSC-primed antibodies and T cells were capable of selective targeting CSCs and conferring antitumor immunity. Together, these proof-of-concept results provide a rationale for a new type of cancer immunotherapy based on the development of CSC vaccines that can specifically target CSCs.",SUCCESS,mistral,HIGH,Demonstration of CSC-vaccination's ability to induce protective antitumor immunity and target cancer stem cells (CSCs),The abstract reports significant results showing that CSC-vaccinated hosts developed immune responses capable of killing CSCs in vitro and conferring antitumor immunity.,PHASE1/PHASE2,COMPLETED,40.0,2014-02-28,2015-03-31,
NCT02243358,32251119,Neoadjuvant Phase II Trial of Chemoradiotherapy in Patients With Resectable and Borderline Resectable Pancreatic Cancer.,"Pancreatic ductal adenocarcinoma is a largely incurable cancer. Surgical resection remains the only potential option for cure. Even in surgically resectable patients, only about 10% to 20% are long-term survivors. Emerging data suggest a role for neoadjuvant therapy to target occult micrometastatic disease. To report our institutional experience with a novel neoadjuvant chemoradiation (CRT) regimen in resectable and borderline resectable pancreatic cancer. Patients were treated with 2 cycles of induction chemotherapy with FOLFOX and then received CRT with gemcitabine and intensity-modulated radiotherapy (IMRT). From April 2014 to June 2017, 24 patients were enrolled. Eighteen patients were borderline resectable and 6 patients were resectable. All patients received induction chemotherapy with FOLFOX. Thirteen patients underwent pancreatectomy after CRT with a resection rate of 62%. R0 resection achieved in 11 patients (84.6%) and 2 patients had R1 resection (15.4%). For patients who underwent resection, the median progression-free survival (PFS) was 31 months, 1-year PFS rate was 69.2% (95% confidence interval [CI], 0.48-0.99), and 2-year PFS rate was 51.9% (95% CI, 0.3-0.89). Median overall survival (OS) was 34.8 months (95% CI, 1.045 to infinity), 1-year OS rate was 91.7% (95% CI, 0.77-1.0), and 2-year OS rate was 75% (95% CI, 0.54-1.0). Median CA 19-9 at screening for patients who underwent surgery was 659 (range, 18 to 2154), which decreased to 146.9 (range, 18 to 462) after CRT before resection. Neoadjuvant therapy for borderline resectable and resectable pancreatic ductal adenocarcinoma with CRT facilitated R0 resection in 84% patients who underwent surgery.",SUCCESS,mistral,HIGH,Increase in R0 resection rate after neoadjuvant chemoradiation therapy,"The trial reports a high R0 resection rate of 84% in patients who underwent surgery, which is higher than the expected 10-20% long-term survival rate in surgically resectable patients.",PHASE2,COMPLETED,24.0,2014-02-28,2020-01-14,
NCT02352337,34288696,Randomized Phase II Trial Evaluating Two Sequential Treatments in First Line of Metastatic Pancreatic Cancer: Results of the PANOPTIMOX-PRODIGE 35 Trial.,"Metastatic pancreatic cancer (mPC) still harbors a dismal prognosis. Our previous trial (PRODIGE 4-ACCORD 11) demonstrated the superiority of 6-month chemotherapy with fluorouracil, leucovorin, irinotecan, and oxaliplatin (FOLFIRINOX) over gemcitabine for overall survival. The high limiting oxaliplatin-related neurotoxicity supports the evaluation of an oxaliplatin stop-and-go strategy and a sequential strategy in mPC. In this phase II study, patients were randomly assigned to receive either 6 months of FOLFIRINOX (arm A), 4 months of FOLFIRINOX followed by leucovorin plus fluorouracil maintenance treatment for controlled patients (arm B), or a sequential treatment alternating gemcitabine and fluorouracil, leucovorin, and irinotecan every 2 months (arm C). The primary end point was progression-free survival at 6 months. Between January 2015 and November 2016, 276 patients (mean age: 63 years; range: 40-76 years) were enrolled (A: 91, B: 92, and C: 90). Grade 3 or 4 neurotoxicity occurred in 10.2% of patients in arm A and 19.8% in arm B. The median ratio of received dose/targeted dose of oxaliplatin was 83% in arm A and 92% in arm B. The 6-month progression-free survival was 47.1% in A, 42.9% in B, and 34.1% in C. The median overall survival was 10.1 months in arm A, 11.2 in arm B, and 7.3 in arm C. Median survival without deterioration in quality-of-life scores was higher in the maintenance arm (11.4 months) than in arms A and C (7.2 and 7.5 months, respectively). Maintenance with leucovorin plus fluorouracil appears to be feasible and effective in patients with mPC controlled after 4 months of induction chemotherapy with FOLFIRINOX. Severe neurotoxicity was higher in the maintenance therapy arm, probably because of the higher cumulative dose of oxaliplatin.",SUCCESS,mistral,HIGH,6-month progression-free survival,"The 6-month progression-free survival was higher in the maintenance arm (42.9%) compared to arms A and C (47.1% and 34.1%, respectively), suggesting that the trial met its primary endpoint.",PHASE2,COMPLETED,276.0,2015-01-12,2021-08-31,
NCT02736578,29667116,Intraoperative Pancreatic Cancer Detection using Tumor-Specific Multimodality Molecular Imaging.,"Operative management of pancreatic ductal adenocarcinoma (PDAC) is complicated by several key decisions during the procedure. Identification of metastatic disease at the outset and, when none is found, complete (R0) resection of primary tumor are key to optimizing clinical outcomes. The use of tumor-targeted molecular imaging, based on photoacoustic and fluorescence optical imaging, can provide crucial information to the surgeon. The first-in-human use of multimodality molecular imaging for intraoperative detection of pancreatic cancer is reported using cetuximab-IRDye800, a near-infrared fluorescent agent that binds to epidermal growth factor receptor. A dose-escalation study was performed to assess safety and feasibility of targeting and identifying PDAC in a tumor-specific manner using cetuximab-IRDye800 in patients undergoing surgical resection for pancreatic cancer. Patients received a loading dose of 100 mg of unlabeled cetuximab before infusion of cetuximab-IRDye800 (50 mg or 100 mg). Multi-instrument fluorescence imaging was performed throughout the surgery in addition to fluorescence and photoacoustic imaging ex vivo. Seven patients with resectable pancreatic masses suspected to be PDAC were enrolled in this study. Fluorescence imaging successfully identified tumor with a significantly higher mean fluorescence intensity in the tumor (0.09 ± 0.06) versus surrounding normal pancreatic tissue (0.02 ± 0.01), and pancreatitis (0.04 ± 0.01; p < 0.001), with a sensitivity of 96.1% and specificity of 67.0%. The mean photoacoustic signal in the tumor site was 3.7-fold higher than surrounding tissue. The safety and feasibilty of intraoperative, tumor-specific detection of PDAC using cetuximab-IRDye800 with multimodal molecular imaging of the primary tumor and metastases was demonstrated.",SUCCESS,mistral,HIGH,"Demonstrating the safety and feasibility of intraoperative, tumor-specific detection of PDAC using cetuximab-IRDye800 with multimodal molecular imaging","The trial reports a significant difference in mean fluorescence intensity between tumor and surrounding normal pancreatic tissue, as well as a sensitivity of 96.1%.",PHASE2,TERMINATED,8.0,2016-07-31,2017-05-22,
NCT02827201,32623182,"Gemcitabine plus nab-paclitaxel until progression or alternating with FOLFIRI.3, as first-line treatment for patients with metastatic pancreatic adenocarcinoma: The Federation Francophone de Cancérologie Digestive-PRODIGE 37 randomised phase II study (FIRGEMAX).","Chemotherapy is effective in metastatic pancreatic adenocarcinoma (mPA), but new approaches are still needed to improve patients' survival and quality of life. We have previously published good efficacy and tolerability results on a sequential treatment strategy of gemcitabine followed by an intensified FOLFIRI (5FU+irinotecan) regimen. In the present study, we evaluated the same sequence but replaced gemcitabine by the new gemcitabine + nab-paclitaxel standard first-line combination. We randomised chemotherapy-naive patients with proven mPA, bilirubin levels ≤1.5 upper limit of normal values and performance status 0-2 to alternately receive gemcitabine + nab-paclitaxel for 2 months then FOLFIRI.3 for 2 months in arm A, or gemcitabine + nab-paclitaxel alone until progression in arm B. The primary objective was to increase the 6-month progression-free survival (PFS) rate from 40% (H<sub>0</sub>) to 60% (H<sub>1</sub>); using the binomial exact method, 124 patients were required. Analyses were carried out in preplanned modified intention-to-treat (mITT) and per-protocol (PP) populations. Between November 2015 and November 2016, 127 patients were enrolled. Main grade III-IV toxicities (% in arm A/B) were: diarrhoea (12.5/1.7), neutropenia (46.9/31, including febrile neutropenia: 1.6/0), skin toxicity (6.3/13.8), and peripheral neuropathy (6.3/8.6). No toxic deaths occurred. The objective response rate was 40.3% (95% confidence interval [CI]: 28.1-53.6) in arm A and 26.7% (95% CI: 16.1-39.7) in arm B. The primary end-point (6-month PFS rate) was 45.2% [one-sided 95% CI: 34.3-56.4] in arm A and 23.3% in arm B [one-sided 95% CI: 14.3-32.3] in the mITT population. In the PP population, median PFS and OS were 7.6 months and 6 months and 14.5 months and 12.2 months in arm A and B, respectively. The FIRGEMAX strategy with gemcitabine + nab-paclitaxel alternating with FOLFIRI.3 every 2 months, appears feasible and effective, with manageable toxicities, in patients able to reach >2mo of treatment. EudraCT: 2014-004449-28: NCT: 0282701.",FAILURE,mistral,HIGH,Increase the 6-month progression-free survival (PFS) rate from 40% to 60%,"The observed 6-month PFS rate in arm A was 45.2%, which is higher than the initial 40% but lower than the targeted 60%",PHASE2,COMPLETED,127.0,2015-11-30,2021-03-31,
NCT02879318,36028483,The CCTG PA.7 phase II trial of gemcitabine and nab-paclitaxel with or without durvalumab and tremelimumab as initial therapy in metastatic pancreatic ductal adenocarcinoma.,"Immunotherapy-based monotherapy treatment in metastatic pancreatic ductal adenocarcinoma (mPDAC) has shown limited benefit outside of the mismatch repair deficiency setting, while safety and efficacy of combining dual-checkpoint inhibitor immunotherapy with chemotherapy remains uncertain. Here, we present results from the CCTG PA.7 study (NCT02879318), a randomized phase II trial comparing gemcitabine and nab-paclitaxel with and without immune checkpoint inhibitors durvalumab and tremelimumab in 180 patients with mPDAC. The primary endpoint was overall survival. Secondary endpoints included progression-free survival and objective response rate. Results of the trial were negative as combination immunotherapy did not improve survival among the unselected patient population (p = 0.72) and toxicity was limited to elevation of lymphocytes in the combination immunotherapy group (p = 0.02). Exploratory baseline circulating tumor DNA (ctDNA) sequencing revealed increased survival for patients with KRAS wildtype tumors in both the combination immunotherapy (p = 0.001) and chemotherapy (p = 0.004) groups. These data support the utility of ctDNA analysis in PDAC and the prognostic value of ctDNA-based KRAS mutation status.",FAILURE,mistral,HIGH,overall survival,The combination immunotherapy did not improve survival among the unselected patient population (p=0.72),PHASE2,COMPLETED,180.0,2016-11-07,2025-03-14,
NCT03033225,33647286,EUS-guided verteporfin photodynamic therapy for pancreatic cancer.,"Locally advanced pancreatic cancer (LAPC) often causes obstruction. Verteporfin photodynamic therapy (PDT) can feasibly ""debulk"" the tumor more safely than noncurative surgery and has multiple advantages over older PDT agents. We aimed to assess the feasibility of EUS-guided verteporfin PDT in ablating nonresectable LAPC. Adults with LAPC with adequate biliary drainage were prospectively enrolled. Exclusion criteria were significant metastatic disease burden, disease involving >50% duodenal or major artery circumference, and recent treatment with curative intent. CT was obtained between days -28 to 0. On day 0, verteporfin .4 mg/kg was infused 60 to 90 minutes before EUS, during which a diffuser was positioned in the tumor and delivered light at 50 J/cm for 333 seconds. CT was obtained on day 2, with adverse event monitoring occurring on days 1, 2, and 14. The primary outcome was presence of necrosis. Of 8 patients (62.5% men, mean age 65 ± 7.9 years) included in the study, 5 were staged at T3, 2 at T2, and 1 at T1. Most (n = 4) had primary lesions in the pancreatic head. Mean pretrial tumor diameter was 33.3 ± 13.4 mm. On day 2 CT, 5 lesions demonstrated a zone of necrosis measuring a mean diameter of 15.7 ± 5.5 mm; 3 cases did not develop necrosis. No adverse events were noted during the procedure or postprocedure observation period (days 1-3), and no changes in patient-reported outcomes were noted. In this pilot study, EUS-guided verteporfin PDT is feasible and shows promise as a minimally invasive ablative therapy for LAPC in select patients. Tumor necrosis is visible within 48 hours after treatment. Patient enrollment and data collection are ongoing. (Clinical trial registration number: NCT03033225.).",SUCCESS,mistral,HIGH,Presence of necrosis,5 out of 8 patients showed a zone of necrosis measuring a mean diameter of 15.7 ± 5.5 mm on day 2 CT,PHASE2,COMPLETED,13.0,2017-05-31,2023-09-20,
NCT03797326,38718741,Lenvatinib plus pembrolizumab for patients with previously treated advanced ovarian cancer: Results from the phase 2 multicohort LEAP-005 study.,"The phase 2, multicohort, open-label LEAP-005 study evaluated lenvatinib plus pembrolizumab in patients with previously treated advanced solid tumors. We report outcomes from the ovarian cancer cohort. Eligible patients had metastatic/unresectable ovarian cancer and had received 3 previous lines of therapy. Patients received lenvatinib 20 mg/day plus pembrolizumab 200 mg every 3 weeks. Treatment continued until progression, unacceptable toxicity, or (for pembrolizumab) completion of 35 cycles. Primary endpoints were objective response rate (ORR) per RECIST version 1.1 and safety. Secondary endpoints included duration of response (DOR), progression-free survival (PFS), and overall survival (OS). Thirty-one patients were enrolled. 39% had high grade serous ovarian cancer, 23% were platinum-sensitive, 55% were platinum-resistant, 23% were platinum-refractory, and 84% had tumors that had a PD-L1 combined positive (CPS) score ≥1. ORR (95% CI) was 26% (12%-45%) by investigator assessment and 35% (19%-55%) by blinded independent central review (BICR). Per BICR, median DOR was 9.2 (1.5+ to 37.8+) months. ORRs (95% CI) by BICR were 35% (9/26 patients; 17%-56%) for PD-L1 CPS ≥ 1 disease and 50% (2/4 patients; 7%-93%) for PD-L1 CPS < 1 disease. Median (95% CI) PFS by BICR and OS were 6.2 (4.0-8.5) months and 21.3 (11.7-32.3) months, respectively. Treatment-related AEs occurred in 94% of patients (grade 3-4, 77%). One patient died from treatment-related hypovolemic shock. Lenvatinib plus pembrolizumab demonstrated antitumor activity as fourth line therapy in patients with advanced ovarian cancer, and no unanticipated safety signals were identified. Responses were observed regardless of PD-L1 status.",SUCCESS,mistral,HIGH,Objective response rate (ORR) per RECIST version 1.1,"The trial reports an ORR of 35% by blinded independent central review, which is above the expected range of 12-45%, indicating a statistically significant result.",PHASE2,COMPLETED,611.0,2019-02-12,2024-10-28,
NCT04504916,40762544,Phase 2 Study of Zilovertamab Vedotin in Participants with Metastatic Solid Tumors.,"Zilovertamab vedotin, an antibody-drug conjugate targeting receptor tyrosine kinase-like orphan receptor 1 (ROR1), had manageable safety and promising antitumor activity in participants with relapsed or refractory non-Hodgkin lymphomas. We evaluated zilovertamab vedotin in participants with previously treated metastatic solid tumors. This phase 2, open-label, nonrandomized study (NCT04504916) enrolled participants with metastatic triple-negative breast cancer, hormone receptor-positive breast cancer, nonsquamous non-small-cell lung cancer, platinum-resistant ovarian cancer, or pancreatic cancer. Participants received zilovertamab vedotin ≤2.5 mg/kg once every 3 weeks (Q1/3W) or <1.75 mg/kg twice every 3 weeks (Q2/3W). The primary endpoint was objective response rate per RECIST version 1.1 by blinded independent central review. ROR1 protein expression was correlated with clinical outcomes. A total of 102 participants were enrolled (Q1/3W, n = 70; Q2/3W, n = 32). The objective response rate was 1% [95% confidence interval (CI), 0%-8%] with Q1/3W dosing (one partial response, hormone receptor-positive/HER2-negative breast cancer cohort) and 0% with Q2/3W dosing. The median progression-free survival (95% CI) was 2.3 (2.0-4.1) and 1.9 (1.7-2.1) months, respectively; the median overall survival (95% CI) was 8.3 (5.2-10.3) and 5.5 (4.4-11.0) months, respectively. Across dosing regimens, treatment-related adverse events were reported in 85 participants (83%), most commonly fatigue (29%) and nausea (28%). Treatment-related peripheral neuropathy occurred in 8%. Treatment-related adverse events led to dose interruption/reduction in 32 participants (31%) and permanent treatment discontinuation in 7 (7%). Tissue for ROR1 IHC was available on 17 participants, with only 3 (all nonresponders) showing ROR1 expression. Zilovertamab vedotin had minimal antitumor activity, with only a single responder, and manageable safety in participants with previously treated metastatic solid tumors. Zilovertamab vedotin had minimal antitumor activity and manageable safety in participants with previously treated metastatic solid tumors of various histologic subtypes. The results suggest that further development of zilovertamab vedotin in these solid tumors is not warranted.",FAILURE,mistral,HIGH,Objective response rate per RECIST version 1.1 by blinded independent central review,"The objective response rate was 1% which is significantly lower than the expected response rate, indicating that the trial did not meet its primary endpoint",PHASE2,TERMINATED,102.0,2020-10-07,2023-06-12,
